title,price,original_title,publisher,release_month,release_year,pages_num,pg,cover_type,publication_type,authors,overview,url
Crise Sombria Nas Infinitas Terras 07,"R$44,90","Dark Crisis: The Dark Army 1, Dark Crisis War Zone 1, Dark Crisis 7, Dark Crisis: Big Bang 1",DC Comics,Julho,2023,152,12 anos,,Revistas Periódicas,"Daniel Sampere, Fernando Pasarin, Freddie E. Williams II, Jeremy Adams, Joshua Williamson, Mark Waid","O megaevento que teve início em 2022 chega ao seu final explosivo, dando origem a uma nova era para o Universo DC! A Grande Escuridão foi derrotada, mas a guerra final entre os heróis remanescentes e o exército do Exterminador está só começando. Testemunhe a volta da Liga da Justiça e das Infinitas Terras… mediante um alto custo a ser pago pelo universo. Além disso, junte-se à Doutora Multiverso e viaje pelas novas realidades, indo da Liga Jurássica até os Cavaleiros das Trevas de Aço e muitas outras! E mais: uma história protagonizada por Damian Wayne em busca de respostas acerca do controle de Pária sobre os maiores vilões existentes.",https://panini.com.br/crise-sombria-nas-infinitas-terras-07
A Saga Do Batman Vol. 28,"R$39,90","Batman: Legends of the Dark Knight 27, Detective Comics 641-643, Batman 475-476",DC Comics,Julho,2023,144,12 anos,,Revistas Periódicas,"Alan Grant, Chris Sprouse, Dennis O'Neil, Jim Aparo, Norm Breyfogle","Scarface está de volta! O Ventríloquo planeja se aposentar da vida criminosa, mas Scarface tem outros planos… planos de vingança! Ressuscitado, o boneco irá atrás daqueles que o traíram, causando muita dor de cabeça ao Homem-Morcego! E ainda: um bombardeiro ameaça Gotham City! Batman enfrenta um vilão chamado Destruidor, que explode prédios antigos para fins de expressão artística, e estuda a história de Gotham City por meio de sua arquitetura.",https://panini.com.br/a-saga-do-batman-vol-28
Vingadores Selvagens Vol. 7,"R$31,90",All-New Savage Avengers (2022) 6-10,Marvel Comics,Julho,2023,112,14 anos,,Livros e Edições Especiais,"Carlos Magno, David Pepose","Depois de sua árdua jornada através da Era Hiboriana, os Vingadores Selvagens agora se encontram na distopia dos Deathloks de 2099! Enquanto nossos heróis são perseguidos por um enxame de soldados cibernéticos, a figura do JUSTICEIRO 2099 pode vir a ser a salvação de que eles precisam... ou sua perdição! As versões futuristas de algumas das figuras mais icônicas do Universo Marvel vão testar profundamente cada um dos Vingadores Selvagens na zona de guerra, e cada passo do caminho vai forçar todos eles a se perguntarem se a equipe sobreviverá às novas provações. DESTINO 2099, ULTRON 2099 - todas as fichas estão apostadas, e agora resta descobrir quem vai cair e quem vai perdurar. Será que os Vingadores Selvagens vão voltar para casa algum dia?!",https://panini.com.br/vingadores-selvagens-vol-7
X-Men Vol. 59,"R$31,90","Immortal X-Men (2022) 5-6, X-Men Red (2022) 5, X-Men (2021) 13, Marvel Voices: Community (2021) (Sunspot)",Marvel Comics,Junho,2023,112,12 anos,,Revistas Periódicas,"Al Ewing, Kieron Gillen, Michele Bandini, Rod Reis, Stefano Caselli, Vita Ayala","Bennet du Paris nasceu no século XII. Ele marchou adiante empunhando uma espada e carregando um escudo em seu coração, para proteger aquilo em que acredita. Agora, no século XXI, o que mudou? Absolutamente nada. E os Eternos que ousam atacar a ilha de Krakoa estão prestes a descobrir o que isso significa. Os mutantes no Grande Anel são o maior poder que Arakko já conheceu... então o que isso diz sobre a força que está sendo capaz de subjuga-los? O Dia do Julgamento chegou ao Planeta Vermelho, e pode ser o maior teste pelo qual seu povo já passou. Por fim, Illyana Rasputin é a Maga Suprema e rainha por direito do Limbo... mas tem se ocupado muito em Krakoa. Alguém tem seus olhos no trono - e Magia não é a única rainha entre os mutantes...",https://panini.com.br/x-men-vol-59
O Espetacular Homem-Aranha Vol. 7 / 51,"R$27,90","Amazing Spider-Man (2022) 10-11, Spider-Man (2022) 1",Marvel Comics,Junho,2023,80,12 anos,,Revistas Periódicas,"John Romita Jr., Nick Dragotta, Zeb Wells","O Dia do Juízo Final chegou para todos! O escalador de paredes não é exceção - e não é difícil imaginar qual momento na história do Homem-Aranha terá grande peso em seu julgamento. O retorno de uma figura familiar pode trazer à tona as mesmas lágrimas de muito tempo atrás.... Para além disso, o retorno do Duende Macabro bem enquanto Peter Parker está trabalhando nos laboratórios da Oscorp é certamente uma coincidência... certo? Mas quem está por trás do capuz amarelo dessa vez? Por último, chegou o fim do Aranhaverso! Morlun está de volta e não está sozinho. Ao lado de aliados poderosos, o terrível vilão já começou a mover suas peças no tabuleiro e nenhuma Aranha está a salvo. ",https://panini.com.br/o-espetacular-homem-aranha-vol-7-51
Midnight Suns,"R$31,90",Midnight Suns (2022) 1-5,Marvel Comics,Junho,2023,112,12 anos,,Livros e Edições Especiais,"Ethan Sacks, Luigi Zagaria","Na aurora de uma sombria profecia, quando surgem apocalípticos novos vilões com poderes terríveis e horripilantes como a Terra nunca antes viu, um time de heróis precisa se formar para proteger a vida como a conhecemos: conheça os SÓIS DA MEIA-NOITE! Magia, Wolverine, Blade, Nico Minoru e Spirit Rider vão trabalhar juntos para enfrentar uma ameaça que remonta ao passado dos Magos Supremos... A jovem Zoe Laveau, aluna da Academia do Estranho, parece estar no centro de tudo - mas por quê? Entre uma Academia do Estranho ameaçada e cercada pelo Doutor Destino, o poder temível de Agatha Harkness e o próprio apocalipse, os Sóis da Meia-Noite têm diante de si um desafio como nunca antes viram.",https://panini.com.br/midnight-suns
Motoqueiro Fantasma (2022) Vol. 1,"R$39,90",Ghost Rider (2022) 1-5,Marvel Comics,Junho,2023,136,12 anos,,Livros e Edições Especiais,"Benjamin Percy, Brent Peeples, Cory Smith","Johnny Blaze tem a vida perfeita: uma esposa e duas crianças, um trabalho numa oficina e uma comunidade de cidade pequena que sempre o apoia... mas ele não tem estado muito bem. Quando vai dormir, Johnny é assombrado por pesadelos de monstros, e, quando está acordado, tem visões sanguinolentas. Um certo espírito dentro dele está fazendo de tudo para se libertar... Quem é o Motoqueiro Fantasma, e o que ele quer? Que segredos sombrios podem se esconder atrás das portas de um modesto hotel de estrada? Conseguirá Johnny desvendar esses mistérios e entender o que está acontecendo consigo antes de ser capturado por agentes do FBI? Ou será que as forças da lei são na verdade o menor de seus problemas?",https://panini.com.br/motoqueiro-fantasma-2022-vol-1
Os Vingadores Vol. 52,"R$31,90","Avengers (2018) 60, Fantastic Four 47-48, Iron Fist A.X.E., Iron Man (2020) 25 (Iii)",Marvel Comics,Junho,2023,112,12 anos,,Revistas Periódicas,"Alyssa Wong, David Pepose, Greg Land, Juan Cabal, Mark Russell, Michael Yg","Na aurora do Dia do Juízo Final, o Gavião Arqueiro é convocado para justificar sua existência. Ele precisa provar que traz tanta alegria e utilidade para o mundo quanto uma... caixa de correio? É, na verdade, um parâmetro bem alto. Enquanto isso, quando Reed Richards se isola de tudo para pensar em alguma solução para a iminência do fim de tudo e o Edifício Baxter é tomado por Oubliette Midas, a Mulher Invisível, Sue Storm, vai precisar mostrar a que veio para garantir a segurança de sua família - e do mundo. Com todos sendo julgados, Lin Lie, o atual Punho de Ferro, também vai precisar enfrentar uma provação como nenhuma outra: o imortal Shou-Lao. Mas o que Loki tem a ver com isso?",https://panini.com.br/os-vingadores-vol-52
A Saga Do Batman Vol. 27,"R$39,90","Detective Comics 638-640, Batman 472-474",DC Comics,Junho,2023,144,12 anos,,Revistas Periódicas,"Jim Aparo, Norm Breyfogle, Peter Milligan","Batman no Brasil! O Cavaleiro das Trevas vai ao Rio de Janeiro à procura da Rainha de Copas, uma vilã psicótica que coleciona corações de suas vítimas. Ao chegar ao Brasil, o Homem-Morcego se depara com um diabólico adversário conhecido como O Idiota, com poderes sobrenaturais e controle mental sobre um exército de garotos “zumbis”. Como o Cruzado Encapuzado se sairá em um país tropical, tão longe de Gotham City? Falando em sua cidade natal, Gotham está sendo aterrorizada por um misterioso bombardeiro e só o Batman pode impedi-lo",https://panini.com.br/a-saga-do-batman-vol-27
A Saga Do Flash 02,"R$39,90","Flash (1987) 67-70, Green Lantern 30-31",DC Comics,Junho,2023,144,12 anos,,Livros e Edições Especiais,"Gerard Jones, Greg LaRocque, Mark Bright, Mark Waid","O Gorila Grodd se une a Hector Hammond e a um grupo de gorilas fanáticos e inicia uma rebelião em Gorilla City, derrubando Solovar do poder e buscando um meteoro perdido… tudo com o objetivo de conquistar o planeta. Para derrotar esse poderoso exército primata, surge a primeira parceria entre o Flash Wally West e o Lanterna Verde Hal Jordan, grande amigo do tio de Wally, Barry Allen. Descubra como eles se sairão nesta guerra gorila! E ainda: o retorno do maligno Abra Kadabra!",https://panini.com.br/a-saga-do-flash-02
Batman: Um Dia Ruim Vol. 3 - Pinguim,"R$24,90",Batman: One Bad Day – The Penguin (2022) 1,DC Comics,Junho,2023,64,12 anos,,Livros e Edições Especiais,"Giuseppe Camuncoli, John Ridley","A QUEDA DO IMPÉRIO! A organização criminosa do Pinguim e o Clube Iceberg foram roubados bem debaixo do nariz dele por seu antigo associado, o Homem do Guarda-Chuva, que removeu todas as regras estabelecidas pelo Pinguim para o crime em Gotham City, e a cidade está um caos. O Pinguim se encontra falido e arrasado, tendo que viajar pelas ruas em chamas de Gotham com apenas uma arma e uma única bala, reunindo uma nova equipe para recuperar o que ele construiu. Batman ajudará ou ficará contra seu velho inimigo? Um conto eletrizante pela equipe por trás do aclamado A Outra História do Universo DC, John Ridley e Giuseppe Camuncoli!",https://panini.com.br/batman-um-dia-ruim-vol-3-pinguim
A Saga Da Liga Da Justiça Vol. 11,"R$39,90","JLA 38-42, JLA 80-Page Giant 1",DC Comics,Junho,2023,144,12 anos,,Revistas Periódicas,"Christopher Jones, Grant Morrison, Howard Porter, Mark Millar, Mark Pajarillo","A espetacular conclusão da Terceira Guerra Mundial! Todas as nações do planeta Terra correm perigo quando Mageddon, uma antiga máquina de guerra, toma o poder e cria um caos incalculável! Cabe à Liga da Justiça da América e a todos os maiores heróis do Universo DC impedir o fim do mundo em uma batalha de tirar o fôlego! Como se não fosse o bastante, a Liga também terá que lidar com Lex Luthor e sua Gangue da Injustiça!",https://panini.com.br/a-saga-da-liga-da-justica-vol-11
Flash 02,"R$19,90","Flash One-Minute War Special, Flash: Faster Man Alive 8",DC Comics,Junho,2023,48,12 anos,,Revistas Periódicas,"Dan Mora, Dave Wielgosz, Fernando Pasarin, Jeremy Adams, Serg Acuña","Muita coisa pode acontecer em sessenta segundos… e, na Guerra de Um Minuto, o roteirista Jeremy Adams fornece mais informações sobre a raça alienígena velocista que invadiu Central City! Testemunhe a reação e a luta da Família Flash por sua cidade! E ainda: acompanhe o Capitão Frio em uma aventura solo, onde ele é acusado de um crime que não cometeu!",https://panini.com.br/catalog/product/view/id/179829/s/flash-02/category/20/
Estado Futuro: Gotham Vol. 3,"R$69,90",Future State: Gotham (2021) 13-18,DC Comics,Junho,2023,216,12 anos,,Livros e Edições Especiais,"Dan Mora, Dennis Culver, Geoffo, Mariko Tamaki, Otto Schmidt, Ram V","A espetacular conclusão! Os rumores sobre a morte de Bruce Wayne foram muito exagerados! Agora, apesar dos esforços do impostor Silêncio, o verdadeiro Bruce voltou com a ajuda de Tália al Ghul. Quando Batman e Robin retornam, eclode uma guerra entre Batmen! Quem será o Batman vencedor nesta guerra? E o que restará da cidade?",https://panini.com.br/estado-futuro-gotham-vol-3
Superman 17/75,"R$31,90","Action Comics (2016) 1047-1049, Superman: Son of Kal-El (2021) 17, Justice League Vs the Legion of Super-Heroes 5",DC Comics,Junho,2023,120,12 anos,,Revistas Periódicas,"Brian Michael Bendis, Cian Tormey, David Lapham, Phillip Kennedy Johnson, Scott Godlewski, Tom Taylor","O Retorno de Kal-El continua! Superman e filho estão reunidos… mas não terão paz com os autômatos da LexCorp ameaçando a segurança de Metrópolis. As tensões entre a Superfamília e Lex Luthor nunca foram tão altas. Enquanto isso, na Fortaleza da Solidão, Aço, Supergirl e Kong Kenan repelem uma invasão alienígena!",https://panini.com.br/superman-17-75
Doutor Estranho (2023) 01,"R$34,90",Strange (2022) 1-5,Marvel Comics,Julho,2023,128,12 anos,,Livros e Edições Especiais,"Jed Mackay, Marcelo Ferreira","O Doutor Estranho está morto! E um novo Mago Supremo assumiu seu lugar - ou deveríamos dizer Maga? Assombrada por suas memórias recém-recuperadas, Clea quer mais que tudo trazer de volta Stephen Strange. Mas quando uma ameaça surge na forma de um misterioso grupo, Clea precisa cumprir seus novos deveres como Maga Suprema, pois é a única e última frente de defesa da Terra contra ataques mágicos. Para além disso, terríveis e cruéis caçadores de monstros, inimigos des-mortos, reuniões familiares inesperadas... Clea pode estar prestes descobrir que sua nova função não deixa muito tempo para seus interesses e vida pessoal.",https://panini.com.br/doutor-estranho-2023-01
Fury Max Por Garth Ennis Vol. 1,"R$129,90","Fury (2001) 1-6, Fury: Peacemaker (2006) 1-6",Marvel Comics,Julho,2023,288,16 anos,Capa dura,Livros e Edições Especiais,"Darick Robertson, Garth Ennis, Jimmy Palmiotti","Tudo que Nick Fury, velho e traumatizado, mais quer, é voltar ao campo de batalha. A Guerra Fria acabou, e os dias nos quais a SHIELD e a Hidra travavam complexos jogos de espionagem com o futuro do mundo em jogo já não existem mais. Ou será que não? Mas, num conto no passado, antes de ele ser o presidente da SHIELD, antes de liderar o Comando Selvagem, o Sargento Nick Fury lutava nas areias manchadas de sangue da Tunísia. Foi lá que ele ficou frente a frente com o poderia da 21ª Divisão Panzer e quase não saiu vivo. Foi quando ele ganhou uma segunda chance de viver… e de buscar vingança.",https://panini.com.br/fury-max-por-garth-ennis-vol-1
Sociedade Da Justiça Da América Por Geoff Johns Vol. 2 (Omnibus),"R$339,90","JSA (1999) 26-55, JSA Annual (1999) 1, JSA Secret Files & Origins 2",DC Comics,Junho,2023,840,12 anos,Capa dura com sobrecapa,Omnibus & Edições de luxo,"David Goyer, Don Kramer, Geoff Johns, Keith Champagne, Michael Bair","Conhecido pelo seu trabalho revolucionário com o Lanterna Verde nos anos 2000, Geoff Johns trouxe a Sociedade da Justiça de volta à vanguarda do Universo DC! Neste segundo volume, a SJA é obrigada a participar de lutas até a morte! Depois, a Sociedade é dividida no tempo e no espaço para resolver diversos casos ao mesmo tempo! Os maiores inimigos da equipe juntarão forças para tirá-los do caminho! A lendária passagem de Johns pela Sociedade da Justiça da América continua neste emocionante segundo volume da coleção.",https://panini.com.br/sociedade-da-justica-da-america-por-geoff-johns-vol-2-omnibus
Aventuras Marvel 06,"R$9,90",Marvel Adventures Spider-Man (2005) 6 e Marvel Adventures Fantastic Four (2005) 1,Marvel Comics,Junho,2023,48,10 anos,Não disponível,Revistas Periódicas,"Akira Yoshida, Carlo Pagulayan, Patrick Scherberger, Sean McKeever","Tudo que Peter Parker queria era uma tranquila e instrutiva visita ao museu, mas a aparição do Homem-Areia obrigou o Homem-Aranha a entrar em ação! E qual a relação do supercriminoso com um singelo quadro? E ainda: Toda aventura e ação de uma família superpoderosa e para todas as idades! Junte-se ao Sr. Fantástico, a Mulher Invisível, ao Tocha Humana e ao Coisa para um passeio selvagem de façanhas totalmente inéditas e inesquecíveis.",https://panini.com.br/aventuras-marvel-06
A Saga Dos X-Men Vol. 13,"R$39,90",The Uncanny X-Men (1963) 204-209,Marvel Comics,Junho,2023,144,12 anos,,Revistas Periódicas,"Barry Windsor-Smith, Chris Claremont, John Romita Jr., June Brigman","Quando Noturno é vítima das maquinações de Arcade, o que está diante dele pode vir a ser apenas outra incrível aventura do mutante teleportador... ou será esse seu fim de uma vez por todas? Em seguida, Wolverine sofre um ataque motivado por vingança nas mãos de quatro perigosos ciborgues, e acaba tendo de enfrentar a situação ao lado de uma improvável companheira - a pequena Katie Power, do Quarteto Futuro! Kitty Pryde também enfrenta seus próprios problemas quando é emboscada pela Força Federal, e os X-Men vão precisar intervir se quiserem salvar sua companheira de equipe. Por fim, quando os sonhos sombrios de Rachel começam a ficar mais e mais vívidos, Wolverine acaba sendo afetado pelos problemas psíquicos que a mutante viajante do tempo vêm enfrentando - e as consequências disso serão inimagináveis. ",https://panini.com.br/a-saga-dos-x-men-vol-13
"Avante, Vingadores! (2022) Vol. 10","R$31,90","Avengers Forever (2021) 10, Hulk (2021) 10; Captain America Sentinel of Liberty (2022) 5, Black Panther (2021) 9 (1/2)/10 (2/2)",Marvel Comics,Junho,2023,112,12 anos,,Revistas Periódicas,"Carmen Carnero, Collin Kelly, Donny Cates, Jason Aaron, Jim Towe, Ryan Ottley","Os mais importantes Vingadores através do Multiverso foram reunidos - com exceção de um. Um Tony Stark é necessário. Mas o único disponível tem o tamanho de uma formiga, e um problema bem grande. Paralelamente, Bruce Banner encontrou o que deveria ser seu verdadeiro paraíso - um planeta inteiro repleto de criaturas-Hulk vivendo em prosperidade sob uma estrela gama. Mas Banner não consegue evitar a sensação de que tem mais acontecendo ali do que parece... ",https://panini.com.br/avante-vingadores-2022-vol-10
Coleção Clássica Marvel Vol. 55 - Quarteto Fantástico 12,"R$36,90",Fantastic Four (1961) 51-55,Marvel Comics,Junho,2023,128,12 anos,,Revistas Periódicas,"Jack Kirby, Joe Sinnott, Stan Lee",No décimo segundo volume dedicado ao Quarteto Fantástico veremos uma das mais cultuadas histórias do Coisa: ,https://panini.com.br/colecao-classica-marvel-vol-55-quarteto-fantastico-12
